WindowPolicy,WindowDefinition,WindowCrossesNextTargetDay,WDate,WhDateAfterDayMonthTranspose,DateActuallyChanges,DateMappingType,WhTimestampOffsetMinutes,Signal,ComparisonScope,ComparisonScopeDescription,PassMinimumFinitePoints,MatchedFinitePoints,PearsonR,RMSE_W,MAE_W,P99AbsoluteError_W,MaximumAbsoluteError_W,FractionWithin0p5W,RoundingAgreementFraction,ExactEqualityFraction,EquivalentOnMeasuredSlope,EquivalentOnMeasuredIntercept_W,PassR0p99,CohortDefinition,PolicySignalAggregateMatchedFinitePoints,PolicySignalAggregatePearsonR,PolicySignalDaysPassR0p99,PolicySignalCohortDays
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-02-07,2020-07-02,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1374,0.9999988976132714,0.0879989413724862,0.03871906841339147,0.20000000000001705,0.20000000000004547,1.0,1.0,0.8064046579330422,0.9999855353765277,0.0004563304466174145,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-02-07,2020-07-02,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1374,0.9999999957013007,0.16445401705749865,0.135225618631739,0.2000000000007276,0.2000000000007276,1.0,1.0,0.32387190684133915,1.0000040528092073,-0.006549748405404898,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-02-08,2020-08-02,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1375,0.9999999176321551,0.09738396358557351,0.04741818181818184,0.20000000000004547,0.20000000000004547,1.0,1.0,0.7629090909090909,1.0000224273405753,-0.002387949048909377,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-02-08,2020-08-02,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1375,0.9999999925002251,0.1620774225766505,0.13134545454545382,0.20000000000027285,0.2000000000007276,1.0,1.0,0.3432727272727273,0.9999974992298807,0.0018105239987562527,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-02,2020-02-03,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1368,0.9999999731493381,0.08983415518941762,0.04035087719298241,0.20000000000004547,0.20000000000004547,1.0,1.0,0.7982456140350878,0.9999921362313334,0.0011664406458180565,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-02,2020-02-03,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1368,0.9999999761070232,0.16303051054456283,0.13289473684210493,0.20000000000027285,0.20000000000027285,1.0,1.0,0.3355263157894737,0.999984649295308,0.0033701711176377103,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-03,2020-03-03,False,diagonal_identity_control,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1376,0.9999998107060545,0.09038033332071077,0.04084302325581399,0.20000000000004547,0.20000000000004547,1.0,1.0,0.7957848837209303,0.9999835250591627,0.0011003446446764542,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-03,2020-03-03,False,diagonal_identity_control,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1376,0.9999999894127132,0.16326964428265545,0.1332848837209274,0.20000000000027285,0.2000000000007276,1.0,1.0,0.3335755813953488,0.9999954303779054,-0.002098916766271941,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-04,2020-04-03,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1374,0.9999999723505222,0.09904933856498219,0.049053857350801665,0.20000000000004547,0.20000000000004547,1.0,1.0,0.754730713245997,1.000023464382466,-0.0031589477783597886,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-04,2020-04-03,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1374,0.9999999934803256,0.16665210999021873,0.13886462882096084,0.20000000000027285,0.2000000000007276,1.0,1.0,0.3056768558951965,1.0000005575473991,-0.0021974521357606136,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-05,2020-05-03,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1380,0.9999993714782214,0.09215613719763037,0.042463768115942255,0.20000000000001705,0.20000000000004547,1.0,1.0,0.7876811594202898,1.0001049855321322,-0.0019448634688856714,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-05,2020-05-03,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1380,0.9999999931973983,0.1647131894615808,0.13565217391303852,0.20000000000027285,0.2000000000007276,1.0,1.0,0.3217391304347826,1.0000007742480816,-0.003145291902910685,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-06,2020-06-03,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1378,0.9999999633132655,0.0993447326591177,0.049346879535558524,0.20000000000004547,0.20000000000027285,1.0,1.0,0.7532656023222061,0.9999900778741795,0.0055229680137642845,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-06,2020-06-03,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1378,0.9999999858344206,0.1656232456708062,0.13715529753265948,0.20000000000027285,0.2000000000007276,1.0,1.0,0.31422351233671986,0.9999959018075617,0.010673668340928089,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-07,2020-07-03,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1374,0.9999999788698871,0.10336408426322574,0.053420669577875744,0.20000000000004547,0.20000000000004547,1.0,1.0,0.7328966521106259,1.0000073685246889,-0.0043663395968565055,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-07,2020-07-03,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1374,0.9999999936736463,0.16123612743999569,0.12998544395923867,0.20000000000027285,0.2000000000007276,1.0,1.0,0.3500727802037846,1.0000005403148358,0.002212547816384358,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-08,2020-08-03,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1376,0.9999999720640768,0.10957104523316394,0.06002906976744136,0.20000000000004547,0.20000000000004547,1.0,1.0,0.6998546511627907,0.9999945628335785,0.00229123350379723,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-03-08,2020-08-03,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1376,0.9999999860138113,0.1626452838913346,0.13226744186046527,0.20000000000027285,0.2000000000007276,1.0,1.0,0.3386627906976744,0.9999998602355767,-0.005711489406508008,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-02,2020-02-04,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1371,0.9999999784227847,0.10977066471953663,0.06024799416484411,0.20000000000004547,0.20000000000027285,1.0,1.0,0.6987600291757841,1.0000171288464519,-0.004304337339988251,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-02,2020-02-04,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1371,0.9999999893643,0.1625830876624989,0.13216630196936266,0.20000000000027285,0.2000000000007276,1.0,1.0,0.33916849015317285,1.0000069227700497,-0.008202785942899027,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-03,2020-03-04,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1374,0.9999999821476516,0.11697298111743107,0.06841339155749636,0.20000000000004547,0.20000000000027285,1.0,1.0,0.6579330422125182,1.0000010458139406,0.0010521086587118589,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-03,2020-03-04,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1374,0.9999999918349354,0.15497569889795065,0.12008733624454238,0.20000000000027285,0.2000000000007276,1.0,1.0,0.39956331877729256,0.999999397758655,-0.0017207532669090142,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-04,2020-04-04,False,diagonal_identity_control,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1380,0.999999983927622,0.11597101087047018,0.06724637681159412,0.20000000000004547,0.20000000000027285,1.0,1.0,0.663768115942029,0.9999913466111588,0.0045550080022849215,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-04,2020-04-04,False,diagonal_identity_control,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1380,0.9999999872458735,0.16480115378799487,0.13579710144927412,0.20000000000027285,0.2000000000007276,1.0,1.0,0.3210144927536232,1.0000070500830915,-0.00384084879283364,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-05,2020-05-04,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1376,0.9999999836618021,0.11861605052377976,0.07034883720930121,0.20000000000004547,0.20000000000027285,1.0,1.0,0.6482558139534884,1.0000041391916399,-0.006907741859663474,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-05,2020-05-04,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1376,0.9999999788351134,0.1646878654402162,0.13561046511627703,0.20000000000027285,0.20000000000027285,1.0,1.0,0.32194767441860467,1.000004070953426,-0.001813205551457031,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-06,2020-06-04,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1376,0.9999999729516142,0.11360887616813337,0.06453488372093173,0.20000000000004547,0.20000000000027285,1.0,1.0,0.6773255813953488,1.0000049283084107,0.0003614731915035918,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-06,2020-06-04,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1376,0.9999999745301429,0.16291315991785105,0.13270348837209503,0.20000000000027285,0.2000000000007276,1.0,1.0,0.33648255813953487,0.999997447872941,-0.005144979061469712,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-07,2020-07-04,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1374,0.9999999659822276,0.11057610155819082,0.06113537117903803,0.20000000000004547,0.20000000000004547,1.0,1.0,0.6943231441048034,1.0000047771723455,-0.00046284652594863473,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-07,2020-07-04,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1374,0.999999971148331,0.16436548191403566,0.13508005822416466,0.20000000000027285,0.20000000000027285,1.0,1.0,0.3245997088791849,1.0000012860928622,-0.0033998738298919307,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-08,2020-08-04,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1371,0.9999999421655433,0.11252684257123818,0.06331145149526039,0.20000000000004547,0.20000000000004547,1.0,1.0,0.6834427425237053,1.0000033691440462,-0.0007388894136397539,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-04-08,2020-08-04,True,actual_month_day_transpose,60,Consumption,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1371,0.9999999930275943,0.1645452145887481,0.13537563822028179,0.20000000000027285,0.2000000000007276,1.0,1.0,0.32312180889861414,0.9999994413115754,0.0031391892155170353,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.99999999101364,49.0,49.0
within_target_day_core,W 00:00-22:59; Wh transposed target date 01:00-23:59,False,2020-05-02,2020-02-05,True,actual_month_day_transpose,60,Production,source_and_mapped_target_w_status_both_endpoints,finite mapped W/Wh pairs requiring the released W-status observation proxy at both endpoints on both the source W timestamps and mapped-target Wh timestamps; W status is not proof of Wh ground truth,60,1367,0.9999998429439836,0.11912875627065168,0.07095830285296235,0.20000000000004547,0.20000000000004547,1.0,1.0,0.6452084857351865,0.9999947510646136,0.001844971042743282,True,2020 dates with W month and day both in 2..8; compare with Wh after transposing month/day and adding 60 minutes,67360.0,0.9999999726194309,49.0,49.0
