Direction,OtherHouseID,Signal,ComparisonScope,ScopeStartInclusive,ScopeEndExclusive,WhTimestampOffsetMinutes,MatchedFinitePoints,PearsonR,RMSE_W,MAE_W,P99AbsoluteError_W,MaximumAbsoluteError_W,FractionWithin0p5W,RoundingAgreementFraction,ExactEqualityFraction,EquivalentOnMeasuredSlope,EquivalentOnMeasuredIntercept_W,AbsolutePearsonRBelow0p11,InterpretationLimit
other_house_W_vs_H4_Wh,H3,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,306079,-0.012902812608619234,1456.3971666520094,832.4672744342054,4753.219999999972,13495.800000000001,0.0015649554526772499,0.0015649554526772499,0.0005031380787313079,-0.01725672882066382,793.7042679012598,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H3,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,303618,-0.01282492215950204,1458.9441739116548,834.7513881444559,4758.864000000013,13495.800000000001,0.0015644658748822534,0.0015644658748822534,0.0005072163046986675,-0.017175803519718296,797.1481179461638,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H5,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,0.0461367235339738,1316.9414140750932,694.3044249112774,4693.793999999994,15950.800000000001,0.0017388337346867803,0.0017388337346867803,0.000551177485712036,0.019426295788754093,288.3378930310892,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H5,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,302430,0.0464640165327543,1317.8132091123666,695.0941176470589,4693.626000000013,13954.2,0.0017359388949508977,0.0017359388949508977,0.0005422742452798995,0.01938972922558686,287.595647546302,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H5,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,305201,0.06853047528312,1305.696451742005,684.6341330058306,4670.0,13954.0,0.0018708981949600426,0.0018708981949600426,0.0006618589060979486,0.16430298231218562,734.473319226665,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H5,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,302430,0.06792160865981536,1309.2744749256074,688.0009570577497,4674.142000000004,13954.0,0.0018781205568230664,0.0018781205568230664,0.0006646166054954866,0.1628192057453555,738.2938041229746,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H6,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,0.043347950569978665,1453.0595742930982,871.1931689994047,4846.791999999993,13695.0,0.0009842455102000644,0.0009842455102000644,0.00028543119795801863,0.03540041242488513,683.9339948424268,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H6,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,300334,0.044375799891632164,1455.3829410996595,872.6463643809893,4850.2,13695.0,0.0009888990257513302,0.0009888990257513302,0.0002896774923918038,0.036282925052602645,684.5403158397263,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H6,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,302854,0.06732344592667404,1437.2147562617636,855.841312019321,4837.0,13695.0,0.001046708975281819,0.001046708975281819,0.00034009786894014936,0.08189251069529987,724.1910730865746,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H6,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,300334,0.06899566141287661,1436.359647943607,855.4750090070913,4832.933999999997,13695.0,0.0010455026736899584,0.0010455026736899584,0.00033962188763176997,0.0843297213633394,726.161816837363,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H7,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,-0.003196524857233863,1486.2488379200347,871.9000682238285,5158.793999999994,16990.8,0.0012335877061174139,0.0012335877061174139,0.00042322556938602764,-0.002574965231931028,624.595700178748,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H7,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,303221,-0.0025108674704336694,1484.263972674574,870.4797695410277,5152.159999999997,13318.0,0.0012400196556307116,0.0012400196556307116,0.0004254322754690473,-0.002010886258626267,621.8176289341469,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H7,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,305666,0.012180446333054753,1474.2907432430989,856.6520523766209,5180.869999999995,13630.800000000001,0.0012366439185254494,0.0012366439185254494,0.00041548618426648696,0.0150763468436624,773.5403173167992,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H7,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,303221,0.014769791777558033,1471.36056051015,854.3693813331321,5173.679999999993,13630.800000000001,0.0012433175802467507,0.0012433175802467507,0.00041883642623696907,0.01843221903286228,774.9419086500008,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H8,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,-0.020449405512098572,1581.5224505566155,956.9476310126101,4707.793999999994,13497.8,0.0012992040734640848,0.0012992040734640848,0.00044291047959002896,-0.018936230132358064,778.5887583562707,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H8,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,301770,-0.018675458899598457,1579.4901064815006,955.2756847930542,4697.385999999999,13497.8,0.0013056301156509924,0.0013056301156509924,0.000447360572621533,-0.01723028856397698,774.567218960719,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H8,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304375,-0.03380325060606213,1589.7253079319541,961.6777205093838,4691.2,13507.800000000001,0.0014094455852156058,0.0014094455852156058,0.0004895277207392197,-0.036481737701141666,810.4051874133689,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H8,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,301770,-0.03291109458002498,1589.8022999182947,961.5852387967269,4694.447999999998,13507.800000000001,0.0014116711402723929,0.0014116711402723929,0.0004937535208933957,-0.0356448511664249,813.3998961375595,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H9,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,0.028478517871200686,1315.4962310612336,725.4992974975236,4693.997999999998,13623.2,0.0011712521571380764,0.0011712521571380764,0.00041010229591669346,0.012375176621607633,334.64438397206703,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H9,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,302632,0.028847489193030203,1315.5813992398391,725.0385035290385,4695.938,13623.2,0.0011730418462026489,0.0011730418462026489,0.00041304290359248195,0.01252647893423463,334.2974969564979,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H9,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,305075,0.023573162609222195,1314.070139512084,722.3956370106515,4699.0520000000015,13479.8,0.0011734819306727855,0.0011734819306727855,0.00044251413586822913,0.05427442539910379,762.7278238162266,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H9,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,302632,0.021948311299790045,1317.810904421207,726.1111064082631,4703.2,13479.8,0.0011730418462026489,0.0011730418462026489,0.00044278199265114065,0.05051414123719291,767.4579349564106,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H10,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,0.009800452846771255,1678.4376389326242,998.0515906940959,6387.18999999999,13631.0,0.0008694168673433902,0.0008694168673433902,0.00029199283469268577,0.010512677244233055,863.03806445786,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H10,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,302450,0.01121104077597788,1677.903283858342,996.9706992891387,6406.0,13631.0,0.0008728715490163663,0.0008728715490163663,0.00029426351463051747,0.012021473586079521,861.4191639650986,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H10,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304908,0.020821806872911065,1671.8335828084466,994.2934383786597,6351.2,13630.800000000001,0.0009543862410956748,0.0009543862410956748,0.0003148490692274391,0.019291901811646753,764.510709532558,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H10,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,302450,0.02339307069930039,1667.1668356982811,990.4740514284858,6343.020000000019,13630.800000000001,0.0009555298396429162,0.0009555298396429162,0.0003141015043808894,0.021803335720510752,765.9363559398496,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H11,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,0.047858174513521104,1545.5521251877767,858.3769477845082,5373.2,16895.8,0.0017650802816254487,0.0017650802816254487,0.000580704851018038,0.045140994066287375,629.2078548674069,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H11,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,301963,0.04858335679345661,1543.989036997906,857.7356749005675,5370.380000000005,13493.0,0.0017750519103333852,0.0017750519103333852,0.0005861645300914351,0.0458044978123044,629.4694217102136,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H11,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304450,0.0775862885094062,1516.5091504834088,833.9843362869167,5329.2,14280.0,0.0018886516669403843,0.0018886516669403843,0.0006339300377730333,0.082286024732068,725.8663199040861,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H11,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,301963,0.07689456751923897,1520.5230119337057,837.8783480009226,5338.876000000001,14280.0,0.0018942718147587619,0.0018942718147587619,0.0006391511542804913,0.08151455181625694,729.7144204787721,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H12,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,0.0407406819590142,1300.7976744644664,688.7327977555019,4650.997999999998,13980.0,0.0019028746530534576,0.0019028746530534576,0.0005774240326507044,0.016694970276314173,330.6574180727819,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H12,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,300486,0.04029372998232384,1304.7888533145087,690.9711327649206,4656.290000000014,13980.0,0.0018969269782951618,0.0018969269782951618,0.0005823898617572865,0.016516708193824545,330.3570521277206,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H12,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,303102,0.03922935797835836,1300.9064996715172,686.6554849726581,4650.200000000001,13980.0,0.002101602760786798,0.002101602760786798,0.0006895368555799698,0.09571037730098327,750.7474228854747,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H12,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,300486,0.038747330480507075,1304.6935205761458,690.2171145306586,4654.8,13980.0,0.0020699799657887554,0.0020699799657887554,0.0006888840079071904,0.0944747142479467,754.7655789355013,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H13,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,0.020754606721885,1314.0975034509618,706.014559584032,4684.783999999985,13876.2,0.0018175733755027854,0.0018175733755027854,0.0006135130346913735,0.007765085929125527,286.2436707209402,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H13,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,301146,0.019538804702727994,1318.8655306170328,710.4645361386171,4691.4399999999905,13876.2,0.001832997947839254,0.001832997947839254,0.0006209612613151096,0.007289799305852816,287.75894905265665,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H13,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,303592,0.01078567016218503,1318.4055495786727,712.0394509235116,4675.818000000006,13876.0,0.0017194128962555008,0.0017194128962555008,0.0006258399430815042,0.028900851152881456,777.9774234969907,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H13,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,301146,0.009702215667754836,1321.966076322896,715.556592343419,4679.0,13876.0,0.0017300578456961074,0.0017300578456961074,0.0006276025582275707,0.02599260946836887,782.3184318835918,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H14,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,0.06326699414131712,1383.9684027892338,785.4562085886023,4702.2,13779.995142262318,0.0014534025367287616,0.0014534025367287616,0.0004625953897940302,0.04574900844650104,585.9374250052775,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H14,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,297015,0.0665291756883816,1377.5172185908848,781.723036883659,4676.715999999992,13446.2,0.0014578388296887363,0.0014578388296887363,0.00047472349881319125,0.04887832291610275,586.9514332480358,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H14,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,299439,0.0844627759100817,1361.6207361572838,764.8515823752931,4649.123999999999,13176.8,0.0013926041697975213,0.0013926041697975213,0.000517634643449918,0.11484023591458348,703.4822052373357,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H14,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,297015,0.08415315242850055,1364.779281505784,767.803838660234,4654.0,13176.8,0.0013938689965153274,0.0013938689965153274,0.0005218591653620187,0.11448776233150106,707.1938284959473,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H15,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,0.07845097992992378,1371.083742382142,793.5966788414853,4650.2,13427.0,0.0017650802816254487,0.0017650802816254487,0.000551177485712036,0.05668552205815538,595.4164701132577,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H15,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,303305,0.07845571776896984,1372.5322241913832,794.6095830929262,4651.768000000016,13427.0,0.001770495046240583,0.001770495046240583,0.0005506008803020063,0.0567002411096478,596.3509262819088,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H15,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,305749,0.10587862392504886,1350.9034776486076,776.6202203564437,4604.5120000000115,13379.800000000001,0.001867544946999009,0.001867544946999009,0.0006116127935005511,0.1460489856724654,689.0865145205397,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H15,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,303305,0.10705971050143546,1351.937911079773,777.783842125944,4603.776000000013,13379.800000000001,0.0018694053840193864,0.0018694053840193864,0.0006099470829692883,0.1480586127194837,691.2930258550739,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H16,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,0.05596388411703203,1242.057988806492,784.9316046928035,4394.793999999994,13086.8,0.0003379242918353554,0.0003379242918353554,0.00010826700612200707,0.02577574430238371,658.3651781268533,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H16,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,299424,0.055869979219614986,1245.8591228656633,787.3854313615474,4398.954000000003,13086.8,0.0003373143101421396,0.0003373143101421396,0.00010687186063909372,0.02580992794459925,657.0656264559921,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H16,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,301836,0.06889696879941155,1237.3465523207315,780.4975461402217,4371.0,12943.800000000001,0.0003611232589883248,0.0003611232589883248,0.00012258312461071576,0.14872992330178314,683.3139381947603,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H16,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,299424,0.07085137014625498,1238.7085171311608,780.7519761937409,4376.616000000015,12943.800000000001,0.000364032275301913,0.000364032275301913,0.00012357058886395213,0.15339971418900525,683.9504012428249,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H17,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,0.0513410965249536,1339.082611018793,741.8076193922739,4747.0,14146.8,0.0008989442326493921,0.0008989442326493921,0.0003576092020393567,0.020411455739031047,204.66161042731306,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H17,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,302631,0.05217585450811502,1339.04368728507,741.3787946376941,4750.2,14146.8,0.0008987843281091495,0.0008987843281091495,0.0003601746020731518,0.02061004781060078,203.6229471379445,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H17,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,305077,0.05911883953061454,1332.154890053867,736.6257835270898,4746.047999999998,14147.0,0.0007014622537916657,0.0007014622537916657,0.00023272813093087974,0.14875121822398452,748.8133781182373,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H17,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,302631,0.06020353049488857,1334.891298491063,739.1714216514008,4752.8,14147.0,0.0006939143709666227,0.0006939143709666227,0.0002346091444696677,0.1522900004845213,751.5962204788099,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H18,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,0.07042474834106767,1392.1452453766287,806.6771215404715,4877.789999999991,13747.2,0.0010892316979547378,0.0010892316979547378,0.00037729411224335797,0.052851168108992874,621.3543080614294,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H18,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,302201,0.06867714574512193,1392.3180097154625,806.5393728015459,4875.2,13747.2,0.0010919884447768207,0.0010919884447768207,0.00037723237183199263,0.05140158191116479,621.6766424661129,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H18,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304762,0.08281254847578023,1379.8928349941318,793.7136444612274,4857.878000000003,13747.0,0.0012862495980470005,0.0012862495980470005,0.00045609360747074767,0.11076793835528873,709.8572076973594,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H18,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,302201,0.08135945118258701,1383.9691227315795,798.1786350915644,4862.8,13747.0,0.0012607502953332385,0.0012607502953332385,0.0004599587691635699,0.10877394849170917,714.3875243401164,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H19,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304802,0.046309731510551747,1342.64204793091,747.5310004331328,4569.0,13320.2,0.001922559563257459,0.001922559563257459,0.0006036705795893728,0.028318204732472416,509.03713247295724,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
H4_W_vs_other_house_Wh,H19,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,301863,0.045433919647143065,1346.1370047298774,750.7393479823628,4570.428000000003,13320.2,0.0018518334476235907,0.0018518334476235907,0.0006095480400049029,0.027743240150372318,511.38928334728547,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H19,Consumption,finite_release_same_timestamp,2020-02-01 00:00:00,2020-09-01 00:00:00,0,304280,0.06755131263285602,1329.4344985263253,735.9974538814558,4568.842000000004,13342.800000000001,0.0019094255291179176,0.0019094255291179176,0.0006507164453792559,0.11050195429329875,725.9863413894308,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
other_house_W_vs_H4_Wh,H19,Consumption,observed_both_endpoints,2020-02-01 00:00:00,2020-09-01 00:00:00,0,301863,0.06763790421955129,1332.2533092781198,738.3566218931949,4573.876000000001,13342.800000000001,0.0019048376250153216,0.0019048376250153216,0.0006559266952226672,0.1107200986934465,729.3298314840047,True,same-timestamp consumption control only; does not exclude every possible cross-house or preprocessing defect
